address,price,movein_t,movein_d,bedrooms
2520 Hillegass Ave,3500.0,1433487600.0,2015-06-05,3
2520 Hillegass Ave,2532.0,1401778800.0,2014-06-03,2
2520 Hillegass Ave,2994.0,1401778800.0,2014-06-03,3
2520 Hillegass Ave,3045.0,1401778800.0,2014-06-03,3
2520 Hillegass Ave,3200.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,3500.0,1433228400.0,2015-06-02,2
2520 Hillegass Ave,3045.0,1401692400.0,2014-06-02,2
2520 Hillegass Ave,3100.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,1350.0,1433142000.0,2015-06-01,0
2520 Hillegass Ave,1269.0,1404198000.0,2014-07-01,0
2520 Hillegass Ave,1396.0,1401606000.0,2014-06-01,0
2520 Hillegass Ave,1396.0,1401692400.0,2014-06-02,0
2520 Hillegass Ave,1495.0,1437807600.0,2015-07-25,0
2520 Hillegass Ave,1450.0,1433487600.0,2015-06-05,0
2520 Hillegass Ave,1525.0,1435734000.0,2015-07-01,0
2520 Hillegass Ave,1495.0,1435734000.0,2015-07-01,0
2520 Hillegass Ave,1822.0,1401778800.0,2014-06-03,1
2520 Hillegass Ave,1695.0,1438412400.0,2015-08-01,0
2520 Hillegass Ave,2000.0,1433142000.0,2015-06-01,2
2520 Hillegass Ave,2000.0,1433487600.0,2015-06-05,1
2520 Hillegass Ave,2532.0,1401606000.0,2014-06-01,2
2520 Hillegass Ave,1878.0,1401606000.0,2014-06-01,1
2520 Hillegass Ave,1822.0,1401778800.0,2014-06-03,1
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2532.0,1401778800.0,2014-06-03,2
2520 Hillegass Ave,2532.0,1401692400.0,2014-06-02,2
2520 Hillegass Ave,2200.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2532.0,1401778800.0,2014-06-03,2
2520 Hillegass Ave,2532.0,1401606000.0,2014-06-01,2
2520 Hillegass Ave,2532.0,1407049200.0,2014-08-03,2
2520 Hillegass Ave,2900.0,1434351600.0,2015-06-15,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2524 Benvenue Ave,2450.0,1439535600.0,2015-08-14,2
2524 Benvenue Ave,2284.0,1406444400.0,2014-07-27,2
2524 Benvenue Ave,1400.0,1439708400.0,2015-08-16,1
2524 Benvenue Ave,1218.0,1391241600.0,2014-02-01,1
2524 Benvenue Ave,2100.0,1431673200.0,2015-05-15,0
2524 Benvenue Ave,1320.0,1403247600.0,2014-06-20,1
2524 Benvenue Ave,1776.0,1397286000.0,2014-04-12,1
2524 Benvenue Ave,1400.0,1438412400.0,2015-08-01,1
2524 Benvenue Ave,1800.0,1443682800.0,2015-10-01,1
2524 Benvenue Ave,1800.0,1426057200.0,2015-03-11,1
2524 Benvenue Ave,2050.0,1438412400.0,2015-08-01,2
2524 Benvenue Ave,1250.0,1435734000.0,2015-07-01,2
2529 Benvenue Ave,1416.0,1401606000.0,2014-06-01,1
2529 Benvenue Ave,1416.0,1401606000.0,2014-06-01,1
2529 Benvenue Ave,2132.0,1401606000.0,2014-06-01,2
2529 Benvenue Ave,2030.0,1401606000.0,2014-06-01,2
2529 Benvenue Ave,2132.0,1404198000.0,2014-07-01,2
2529 Benvenue Ave,2132.0,1404198000.0,2014-07-01,2
2532 College Ave,1208.0,1402038000.0,2014-06-06,1
2534 Piedmont Ave,1807.0,1401606000.0,2014-06-01,2
2534 Piedmont Ave,1776.0,1401606000.0,2014-06-01,2
2534 Piedmont Ave,4009.0,1401606000.0,2014-06-01,3
2534 Piedmont Ave,2250.0,1401606000.0,2014-06-01,2
2418 Dwight Way,2895.0,1430895600.0,2015-05-06,2
2418 Dwight Way,1600.0,1438412400.0,2015-08-01,2
2418 Dwight Way,1500.0,1420790400.0,2015-01-09,1
2418 Dwight Way,1320.0,1389772800.0,2014-01-15,1
2418 Dwight Way,1600.0,1436511600.0,2015-07-10,1
2418 Dwight Way,2200.0,1425369600.0,2015-03-03,2
2418 Dwight Way,2000.0,1424851200.0,2015-02-25,2
2418 Dwight Way,2436.0,1401606000.0,2014-06-01,2
2418 Dwight Way,2436.0,1407740400.0,2014-08-11,2
2418 Dwight Way,2850.0,1437548400.0,2015-07-22,2
2418 Dwight Way,2436.0,1398927600.0,2014-05-01,2
2430 Dwight Way,2030.0,1403247600.0,2014-06-20,2
2430 Dwight Way,2100.0,1433314800.0,2015-06-03,2
2430 Dwight Way,2100.0,1420444800.0,2015-01-05,2
2430 Dwight Way,2100.0,1444978800.0,2015-10-16,2
2430 Dwight Way,1929.0,1415779200.0,2014-11-12,2
2430 Dwight Way,2000.0,1432969200.0,2015-05-30,2
2430 Dwight Way,2000.0,1432969200.0,2015-05-30,2
2430 Dwight Way,2030.0,1402038000.0,2014-06-06,2
2430 Dwight Way,2132.0,1409900400.0,2014-09-05,2
2430 Dwight Way,2200.0,1434524400.0,2015-06-17,2
2430 Dwight Way,1200.0,1441522800.0,2015-09-06,0
2430 Dwight Way,1000.0,1433142000.0,2015-06-01,0
2430 Dwight Way,1250.0,1421049600.0,2015-01-12,0
2430 Dwight Way,1218.0,1392969600.0,2014-02-21,0
2430 Dwight Way,1269.0,1415952000.0,2014-11-14,0
2430 Dwight Way,1250.0,1423728000.0,2015-02-12,0
2430 Dwight Way,1400.0,1452240000.0,2016-01-08,0
2430 Dwight Way,1300.0,1452240000.0,2016-01-08,0
2430 Dwight Way,1500.0,1431327600.0,2015-05-11,0
2430 Dwight Way,1421.0,1404370800.0,2014-07-03,0
2430 Dwight Way,1500.0,1434697200.0,2015-06-19,1
2430 Dwight Way,1421.0,1405062000.0,2014-07-11,1
2430 Dwight Way,2132.0,1409900400.0,2014-09-05,0
2430 Dwight Way,1500.0,1434697200.0,2015-06-19,1
2430 Dwight Way,1475.0,1421827200.0,2015-01-21,1
2430 Dwight Way,1600.0,1420790400.0,2015-01-09,1
2430 Dwight Way,1760.0,1420790400.0,2015-01-09,1
2430 Dwight Way,1700.0,1438239600.0,2015-07-30,1
2430 Dwight Way,1900.0,1420099200.0,2015-01-01,2
2430 Dwight Way,1800.0,1452844800.0,2016-01-15,1
2430 Dwight Way,2500.0,1434092400.0,2015-06-12,2
2430 Dwight Way,2200.0,1438412400.0,2015-08-01,2
2430 Dwight Way,2800.0,1449129600.0,2015-12-03,2
2517 Telegraph Ave,1827.0,1402038000.0,2014-06-06,1
2517 Telegraph Ave,1726.0,1410937200.0,2014-09-17,1
2517 Telegraph Ave,2487.0,1404198000.0,2014-07-01,2
2517 Telegraph Ave,1895.0,1450166400.0,2015-12-15,2
2517 Telegraph Ave,1825.0,1450339200.0,2015-12-17,3
2517 Telegraph Ave,2532.0,1402038000.0,2014-06-06,2
2515 Regent St,3500.0,1448611200.0,2015-11-27,2
2508 Hillegass Ave,2395.0,1433228400.0,2015-06-02,2
2508 Hillegass Ave,1495.0,1433314800.0,2015-06-03,0
2508 Hillegass Ave,1111.0,1401606000.0,2014-06-01,0
2508 Hillegass Ave,2329.0,1401778800.0,2014-06-03,2
2508 Hillegass Ave,2795.0,1433228400.0,2015-06-02,2
2508 Hillegass Ave,2395.0,1433228400.0,2015-06-02,2
2508 Hillegass Ave,2329.0,1401778800.0,2014-06-03,3
2508 Hillegass Ave,2795.0,1433228400.0,2015-06-02,2
2508 Hillegass Ave,3040.0,1401692400.0,2014-06-02,3
2525 Benvenue Ave,2900.0,1433314800.0,2015-06-03,2
2525 Benvenue Ave,1545.0,1433487600.0,2015-06-05,1
2525 Benvenue Ave,2900.0,1433487600.0,2015-06-05,2
2520 College Ave,3300.0,1433142000.0,2015-06-01,2
2520 College Ave,3300.0,1433142000.0,2015-06-01,2
2520 College Ave,3300.0,1435734000.0,2015-07-01,2
2520 College Ave,3300.0,1435734000.0,2015-07-01,2
2520 College Ave,3096.0,1401606000.0,2014-06-01,2
2520 College Ave,3096.0,1401606000.0,2014-06-01,2
2520 College Ave,3248.0,1396335600.0,2014-04-01,2
2520 College Ave,3300.0,1435734000.0,2015-07-01,2
2520 College Ave,3350.0,1403766000.0,2014-06-26,2
2520 College Ave,3450.0,1434006000.0,2015-06-11,2
2520 College Ave,1923.0,1397631600.0,2014-04-16,1
2520 College Ave,1923.0,1401606000.0,2014-06-01,1
2520 College Ave,1923.0,1401606000.0,2014-06-01,1
2520 College Ave,1923.0,1399705200.0,2014-05-10,1
2520 College Ave,1923.0,1401606000.0,2014-06-01,1
2520 College Ave,1923.0,1401606000.0,2014-06-01,1
2520 College Ave,1925.0,1421740800.0,2015-01-20,1
2520 College Ave,1925.0,1420099200.0,2015-01-01,1
2520 College Ave,2100.0,1435734000.0,2015-07-01,1
2520 College Ave,1954.0,1401606000.0,2014-06-01,1
2520 College Ave,2100.0,1437116400.0,2015-07-17,1
2520 College Ave,2100.0,1438412400.0,2015-08-01,1
2520 College Ave,2100.0,1433919600.0,2015-06-10,1
2520 College Ave,2100.0,1435734000.0,2015-07-01,1
2520 College Ave,2100.0,1435734000.0,2015-07-01,1
2520 College Ave,2100.0,1435215600.0,2015-06-25,1
2520 College Ave,2100.0,1439881200.0,2015-08-18,1
2520 College Ave,2100.0,1437116400.0,2015-07-17,1
2520 College Ave,2100.0,1434351600.0,2015-06-15,1
2520 College Ave,2100.0,1433142000.0,2015-06-01,1
2520 College Ave,3600.0,1438412400.0,2015-08-01,2
2520 College Ave,3600.0,1438412400.0,2015-08-01,2
2520 College Ave,3700.0,1431500400.0,2015-05-13,2
2416 Dwight Way,1475.0,1438412400.0,2015-08-01,1
2416 Dwight Way,825.0,1436943600.0,2015-07-15,0
2416 Dwight Way,725.0,1451462400.0,2015-12-30,0
2416 Dwight Way,725.0,1438412400.0,2015-08-01,0
2416 Dwight Way,761.0,1404198000.0,2014-07-01,0
2416 Dwight Way,825.0,1437116400.0,2015-07-17,0
2416 Dwight Way,825.0,1435734000.0,2015-07-01,0
2416 Dwight Way,837.0,1394006400.0,2014-03-05,0
2416 Dwight Way,837.0,1394006400.0,2014-03-05,0
2416 Dwight Way,1396.0,1403852400.0,2014-06-27,1
2416 Dwight Way,850.0,1442214000.0,2015-09-14,0
2515 Benvenue Ave,1471.0,1402642800.0,2014-06-13,0
2515 Benvenue Ave,1416.0,1389945600.0,2014-01-17,0
2515 Benvenue Ave,1572.0,1406876400.0,2014-08-01,1
2515 Benvenue Ave,1517.0,1403506800.0,2014-06-23,1
2515 Benvenue Ave,1720.0,1412578800.0,2014-10-06,1
2515 Benvenue Ave,1572.0,1402470000.0,2014-06-11,1
2515 Benvenue Ave,2532.0,1400828400.0,2014-05-23,2
2515 Benvenue Ave,2532.0,1401951600.0,2014-06-05,2
2515 Benvenue Ave,2532.0,1402902000.0,2014-06-16,2
2515 Benvenue Ave,2532.0,1401174000.0,2014-05-27,2
2515 Benvenue Ave,2634.0,1402038000.0,2014-06-06,2
2515 Benvenue Ave,2532.0,1401951600.0,2014-06-05,2
2515 Benvenue Ave,2634.0,1402642800.0,2014-06-13,2
2515 Benvenue Ave,2634.0,1402038000.0,2014-06-06,2
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1726.0,1401606000.0,2014-06-01,1
2521 College Ave,1500.0,1433142000.0,2015-06-01,1
2521 College Ave,1500.0,1433142000.0,2015-06-01,1
2521 College Ave,1250.0,1433142000.0,2015-06-01,1
2521 College Ave,1500.0,1438412400.0,2015-08-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1500.0,1433142000.0,2015-06-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2521 College Ave,1700.0,1433142000.0,2015-06-01,1
2518 Etna St,2800.0,1438412400.0,2015-08-01,1
2525 Piedmont Ave,1295.0,1433487600.0,2015-06-05,1
2525 Piedmont Ave,1295.0,1429772400.0,2015-04-23,1
2525 Piedmont Ave,1314.0,1402556400.0,2014-06-12,1
2525 Piedmont Ave,1295.0,1432969200.0,2015-05-30,1
2525 Piedmont Ave,1314.0,1402297200.0,2014-06-09,1
2525 Piedmont Ave,1314.0,1401692400.0,2014-06-02,1
2525 Piedmont Ave,1314.0,1405062000.0,2014-07-11,1
2439 Dwight Way,1950.0,1431673200.0,2015-05-15,1
2439 Dwight Way,1690.0,1421481600.0,2015-01-17,1
2449 Dwight Way,1400.0,1427871600.0,2015-04-01,0
2449 Dwight Way,1117.0,1404198000.0,2014-07-01,0
2449 Dwight Way,1421.0,1390291200.0,2014-01-21,1
2449 Dwight Way,1150.0,1436425200.0,2015-07-09,1
2449 Dwight Way,1700.0,1420099200.0,2015-01-01,2
2532 Dwight Way,975.0,1434351600.0,2015-06-15,0
2532 Dwight Way,950.0,1441090800.0,2015-09-01,0
2532 Dwight Way,985.0,1451635200.0,2016-01-01,0
2532 Dwight Way,975.0,1435734000.0,2015-07-01,0
2508 Benvenue Ave,1523.0,1408086000.0,2014-08-15,0
2508 Benvenue Ave,1500.0,1428044400.0,2015-04-03,0
2508 Benvenue Ave,1573.0,1407222000.0,2014-08-05,0
2508 Benvenue Ave,1568.0,1400223600.0,2014-05-16,0
2508 Benvenue Ave,1726.0,1405407600.0,2014-07-15,0
2508 Benvenue Ave,1675.0,1399964400.0,2014-05-13,0
2508 Benvenue Ave,1800.0,1438844400.0,2015-08-06,0
2508 Benvenue Ave,1726.0,1405926000.0,2014-07-21,0
2508 Benvenue Ave,1900.0,1436338800.0,2015-07-08,0
2508 Benvenue Ave,1800.0,1433487600.0,2015-06-05,0
2508 Benvenue Ave,2300.0,1439967600.0,2015-08-19,0
2508 Benvenue Ave,2200.0,1434351600.0,2015-06-15,0
2508 Benvenue Ave,2200.0,1440572400.0,2015-08-26,0
2508 Benvenue Ave,2200.0,1440054000.0,2015-08-20,0
2508 Benvenue Ave,2200.0,1440054000.0,2015-08-20,0
2508 Benvenue Ave,2400.0,1439881200.0,2015-08-18,0
2508 Benvenue Ave,1700.0,1402383600.0,2014-06-10,2
2508 Benvenue Ave,1751.0,1401606000.0,2014-06-01,1
2508 Benvenue Ave,2800.0,1439362800.0,2015-08-12,2
2508 Benvenue Ave,2335.0,1407308400.0,2014-08-06,2
2514 College Ave,2600.0,1433746800.0,2015-06-08,2
2514 College Ave,2233.0,1413961200.0,2014-10-22,2
2514 College Ave,2182.0,1401606000.0,2014-06-01,2
2514 College Ave,2500.0,1433746800.0,2015-06-08,2
2514 College Ave,2600.0,1433746800.0,2015-06-08,2
2514 College Ave,2600.0,1435302000.0,2015-06-26,2
2514 College Ave,2600.0,1438412400.0,2015-08-01,2
2514 College Ave,2600.0,1433142000.0,2015-06-01,2
2514 College Ave,2600.0,1435734000.0,2015-07-01,2
2519 College Ave,1700.0,1433142000.0,2015-06-01,0
2519 College Ave,964.0,1401606000.0,2014-06-01,0
2519 College Ave,3000.0,1433142000.0,2015-06-01,2
2519 College Ave,3000.0,1433142000.0,2015-06-01,0
2519 College Ave,3000.0,1433142000.0,2015-06-01,2
2519 College Ave,3000.0,1433142000.0,2015-06-01,2
2519 College Ave,3400.0,1433142000.0,2015-06-01,2
2519 College Ave,3000.0,1433142000.0,2015-06-01,2
2522 Piedmont Ave,1495.0,1433142000.0,2015-06-01,0
2522 Piedmont Ave,1495.0,1433142000.0,2015-06-01,0
2522 Piedmont Ave,2650.0,1446361200.0,2015-11-01,2
2522 Piedmont Ave,2495.0,1433142000.0,2015-06-01,2
2516 Piedmont Ave,2495.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2532.0,1401606000.0,2014-06-01,2
2516 Piedmont Ave,2735.0,1401606000.0,2014-06-01,2
2516 Piedmont Ave,3495.0,1434351600.0,2015-06-15,2
2516 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,812.0,1398927600.0,2014-05-01,0
2516 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,1695.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,1619.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1895.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,1720.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1895.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2030.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,2030.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2516 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2295.0,1433142000.0,2015-06-01,1
2516 Piedmont Ave,2295.0,1433142000.0,2015-06-01,1
2521 Piedmont Ave,1218.0,1404111600.0,2014-06-30,1
2521 Piedmont Ave,1218.0,1402124400.0,2014-06-07,1
2521 Piedmont Ave,1624.0,1404198000.0,2014-07-01,1
2521 Piedmont Ave,1269.0,1404198000.0,2014-07-01,1
2521 Piedmont Ave,1800.0,1427871600.0,2015-04-01,1
2521 Piedmont Ave,1750.0,1421308800.0,2015-01-15,1
2521 Piedmont Ave,1900.0,1426143600.0,2015-03-12,1
2521 Piedmont Ave,1850.0,1431068400.0,2015-05-08,1
2437 Dwight Way,1950.0,1431673200.0,2015-05-15,1
2437 Dwight Way,1690.0,1421481600.0,2015-01-17,1
2527 Dwight Way,2300.0,1435734000.0,2015-07-01,2
2527 Dwight Way,1600.0,1435734000.0,2015-07-01,1
2527 Dwight Way,2300.0,1433142000.0,2015-06-01,2
2501 Benvenue Ave,1900.0,1433401200.0,2015-06-04,1
2501 Benvenue Ave,1800.0,1433487600.0,2015-06-05,1
2501 Benvenue Ave,1050.0,1433314800.0,2015-06-03,0
2501 Benvenue Ave,1800.0,1433314800.0,2015-06-03,1
2501 Benvenue Ave,2090.0,1438412400.0,2015-08-01,1
2501 Benvenue Ave,1900.0,1433401200.0,2015-06-04,1
2501 Benvenue Ave,2100.0,1433314800.0,2015-06-03,2
2501 Benvenue Ave,2100.0,1433314800.0,2015-06-03,2
2501 Benvenue Ave,2700.0,1433314800.0,2015-06-03,2
2501 Benvenue Ave,2100.0,1433314800.0,2015-06-03,2
2644 Dwight Way,1475.0,1433314800.0,2015-06-03,0
2644 Dwight Way,1475.0,1433314800.0,2015-06-03,0
2644 Dwight Way,1625.0,1433314800.0,2015-06-03,0
2644 Dwight Way,1475.0,1433314800.0,2015-06-03,0
2644 Dwight Way,2595.0,1433314800.0,2015-06-03,2
2644 Dwight Way,1625.0,1433314800.0,2015-06-03,0
2644 Dwight Way,2595.0,1433314800.0,2015-06-03,2
2514 Piedmont Ave,2495.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2532.0,1401606000.0,2014-06-01,2
2514 Piedmont Ave,2735.0,1401606000.0,2014-06-01,2
2514 Piedmont Ave,3495.0,1434351600.0,2015-06-15,2
2514 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,812.0,1398927600.0,2014-05-01,0
2514 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,1595.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,1695.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,1619.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1895.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,1720.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1895.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2030.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,2030.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,1923.0,1401606000.0,2014-06-01,1
2514 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2195.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2295.0,1433142000.0,2015-06-01,1
2514 Piedmont Ave,2295.0,1433142000.0,2015-06-01,1
2515 Piedmont Ave,1795.0,1451462400.0,2015-12-30,0
2515 Piedmont Ave,1650.0,1431673200.0,2015-05-15,0
2515 Piedmont Ave,1797.0,1413615600.0,2014-10-18,1
2515 Piedmont Ave,1795.0,1435734000.0,2015-07-01,0
2515 Piedmont Ave,1950.0,1438412400.0,2015-08-01,1
2513 Telegraph Ave,1827.0,1406876400.0,2014-08-01,2
2513 Telegraph Ave,1776.0,1401606000.0,2014-06-01,1
2520 Etna St,1895.0,1438671600.0,2015-08-04,1
2510 College Ave,2300.0,1443855600.0,2015-10-03,1
2510 College Ave,2100.0,1439017200.0,2015-08-08,1
2510 College Ave,3950.0,1433142000.0,2015-06-01,3
2511 Dwight Way,2300.0,1435734000.0,2015-07-01,2
2511 Dwight Way,1600.0,1435734000.0,2015-07-01,1
2511 Dwight Way,2300.0,1433142000.0,2015-06-01,2
2504 College Ave,964.0,1401606000.0,2014-06-01,0
2504 College Ave,964.0,1407740400.0,2014-08-11,0
2504 College Ave,863.0,1408345200.0,2014-08-18,0
2504 College Ave,964.0,1407999600.0,2014-08-14,0
2504 College Ave,990.0,1441090800.0,2015-09-01,0
2504 College Ave,980.0,1440486000.0,2015-08-25,0
2504 College Ave,1005.0,1407999600.0,2014-08-14,0
2504 College Ave,990.0,1440313200.0,2015-08-23,0
2504 College Ave,4300.0,1433142000.0,2015-06-01,3
2536 Piedmont Crescent,2080.0,1432969200.0,2015-05-30,1
2536 Piedmont Crescent,1370.0,1406876400.0,2014-08-01,0
2646 Dwight Way,1000.0,1441004400.0,2015-08-31,0
2646 Dwight Way,1000.0,1422777600.0,2015-02-01,0
2646 Dwight Way,1000.0,1425196800.0,2015-03-01,0
2646 Dwight Way,1000.0,1441090800.0,2015-09-01,0
2646 Dwight Way,1000.0,1425196800.0,2015-03-01,0
2726 Dwight Way,2600.0,1441090800.0,2015-09-01,1
2726 Dwight Way,2081.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2081.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2081.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2081.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2335.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2233.0,1401606000.0,2014-06-01,1
2726 Dwight Way,2400.0,1433142000.0,2015-06-01,1
2726 Dwight Way,2400.0,1433142000.0,2015-06-01,1
2726 Dwight Way,2400.0,1433142000.0,2015-06-01,1
2726 Dwight Way,2400.0,1433142000.0,2015-06-01,1
2750 Dwight Way,1645.0,1433487600.0,2015-06-05,1
2750 Dwight Way,1425.0,1433401200.0,2015-06-04,1
2750 Dwight Way,1425.0,1433487600.0,2015-06-05,1
2750 Dwight Way,1645.0,1433487600.0,2015-06-05,1
2750 Dwight Way,2150.0,1433314800.0,2015-06-03,2
2750 Dwight Way,1810.0,1433401200.0,2015-06-04,1
2750 Dwight Way,2150.0,1433314800.0,2015-06-03,2
2750 Dwight Way,2150.0,1433401200.0,2015-06-04,2
2750 Dwight Way,2595.0,1433314800.0,2015-06-03,2
2750 Dwight Way,2150.0,1433401200.0,2015-06-04,2
2511 Piedmont Ave,2233.0,1401606000.0,2014-06-01,2
2513 Piedmont Ave,2233.0,1401606000.0,2014-06-01,2
2709 Dwight Way,805.0,1423123200.0,2015-02-05,0
2709 Dwight Way,797.0,1401606000.0,2014-06-01,0
2709 Dwight Way,1250.0,1427180400.0,2015-03-24,0
2709 Dwight Way,1218.0,1389600000.0,2014-01-13,0
2709 Dwight Way,1264.0,1401606000.0,2014-06-01,0
2709 Dwight Way,1264.0,1406876400.0,2014-08-01,0
2709 Dwight Way,1400.0,1433142000.0,2015-06-01,0
2709 Dwight Way,1290.0,1433142000.0,2015-06-01,0
2709 Dwight Way,1400.0,1436943600.0,2015-07-15,0
2709 Dwight Way,1400.0,1438498800.0,2015-08-02,0
2709 Dwight Way,1604.0,1401606000.0,2014-06-01,1
2709 Dwight Way,1400.0,1433142000.0,2015-06-01,0
2709 Dwight Way,1400.0,1433142000.0,2015-06-01,0
2709 Dwight Way,1265.0,1427871600.0,2015-04-01,1
2709 Dwight Way,1415.0,1423123200.0,2015-02-05,0
2709 Dwight Way,1700.0,1444287600.0,2015-10-08,1
2709 Dwight Way,1350.0,1443164400.0,2015-09-25,2
2709 Dwight Way,2098.0,1438412400.0,2015-08-01,1
2729 Dwight Way,1450.0,1435302000.0,2015-06-26,1
2729 Dwight Way,1117.0,1403852400.0,2014-06-27,0
2729 Dwight Way,1450.0,1435215600.0,2015-06-25,1
2729 Dwight Way,1450.0,1433142000.0,2015-06-01,1
2729 Dwight Way,1450.0,1438412400.0,2015-08-01,1
2729 Dwight Way,1450.0,1435302000.0,2015-06-26,1
2729 Dwight Way,1450.0,1435734000.0,2015-07-01,1
2729 Dwight Way,1450.0,1435734000.0,2015-07-01,1
2729 Dwight Way,1472.0,1400742000.0,2014-05-22,1
2729 Dwight Way,1472.0,1409209200.0,2014-08-28,1
2729 Dwight Way,2400.0,1433142000.0,2015-06-01,2
2729 Dwight Way,1573.0,1417420800.0,2014-12-01,1
2729 Dwight Way,1472.0,1401951600.0,2014-06-05,1
2729 Dwight Way,2400.0,1433142000.0,2015-06-01,2
2729 Dwight Way,2132.0,1401606000.0,2014-06-01,2
2729 Dwight Way,2400.0,1433142000.0,2015-06-01,2
2729 Dwight Way,2400.0,1433142000.0,2015-06-01,2
2729 Dwight Way,2400.0,1428649200.0,2015-04-10,2
